,lines,character,episode,season
30,"(frantic) Jerry! Jerry, muh--muh--my hair-dryer ruined the picture! An' I need another one or I can't get back into the forbidden city!",GEORGE,137,8
31,Jerry! I need you to get another picture of man-hands. I'm beggin' you!,GEORGE,137,8
32,"Yes! Yes, all right--anything!",GEORGE,137,8
33,"(quiet, desperate) Maybe she can get me another picture of man-hands. (calling) Elaine!",GEORGE,137,8
34,"Elaine, I got to have another picture of Gillian.",GEORGE,137,8
35,"Elaine? (she turns, sighing) Can I come?",GEORGE,137,8
36,Hi. George.,GEORGE,137,8
37,"Oh, yeah. Yeah. I used to come here all the time with my fiancée, back when it was a meat-packing plant. Ha. Here's her picture. (hands her a magazine page)",GEORGE,137,8
38,Huh?,GEORGE,137,8
39,Ha! Heh.,GEORGE,137,8
40,"But it--eh.. It was here, I'm tellin' you, an' w--w--it was really here! The, there was, a, bar, and a, an' a dance floor..",GEORGE,137,8
0,"Look. Kevin. I really like you, heh, heh, uh. But, um, maybe we'd be, better off just being.. friends. (takes a bite of her sandwich)",ELAINE,137,8
1,"Well. I mean. (distracted by the food) Oh, god. This tuna tastes like an old sponge.",ELAINE,137,8
2,"(to JERRY) Remember I was telling you about Gillian, my friend who writes for the L.L. Bean catalogue? I really think you should give her a call.",ELAINE,137,8
3,(dry) I put her stats on the back.,ELAINE,137,8
4,(laughs in appreciation) You are not gonna believe this! I told him that I just wanted to be friends. He's fine with it. He really wants to be friends.,ELAINE,137,8
5,"(dread) Uh. It's really not that bad, actually. He said he'd even go with me to the Museum of Miniatures. This is something you would never ever do.",ELAINE,137,8
6,"(wry, not impressed) Well you cracked it! I warned the Queen you were gettin' close an', now it looks like we're gonna have to move the whole damn forbidden city. (chuckles with JERRY)",ELAINE,137,8
7,"No, I need it.",ELAINE,137,8
8,"(pause) Man, Hands?",ELAINE,137,8
9,"(weary) (Look,) would you, prefer it, if she had, no hands at all?",ELAINE,137,8
10,"Do uh, do hooks make it more attractive, Jerry?",ELAINE,137,8
11,"(getting up to go) Uh.. Listen, you're picking me up from my (place tomorrow)--",ELAINE,137,8
12,"Okay, I've got five, huge boxes of (buttons).",ELAINE,137,8
13,(weary) Jerry!,ELAINE,137,8
14,Where were you today?,ELAINE,137,8
15,Pick. Up.,ELAINE,137,8
16,So? Where were you?!,ELAINE,137,8
17,"(irritated, throwing down her bag) I had to ask Kevin, to leave his office an' come an' pick me up!",ELAINE,137,8
18,"Yeah! An' he is a friend, Jerry. He is reliable. He is considerate. He's like your, exact opposite.",ELAINE,137,8
19,(pause) Bizarro Jerry?,ELAINE,137,8
20,"(pause) Shouldn't he say ""Bad bye""? Isn't that the, opposite of ""Good bye""?",ELAINE,137,8
21,Uh. Does he live underwater?,ELAINE,137,8
22,Is he black..,ELAINE,137,8
23,"I know, he's so tiny!",ELAINE,137,8
24,(to self in head) Bizarro world..,ELAINE,137,8
25,(to self in head) This is unbelievable..,ELAINE,137,8
26,"Well, I gotta say that I think that that is a fantastic idea, Feldman!",ELAINE,137,8
27,What are you gonna do down there?,ELAINE,137,8
28,"(pause, then vaguely waves while watching them leave) Hello?",ELAINE,137,8
29,What? What is goin' on with you two?,ELAINE,137,8
30,"All right, listen. Have you seen my addre-- (sees address book on counter) --ah! There it is. Okay. I got it. I'll see you later. (leaving)",ELAINE,137,8
31,"(stops, pause) Well, I. (a little ashamed) I guess I been at Reggie's..",ELAINE,137,8
32,Kevin and his friends are nice people! They do good things. They read..,ELAINE,137,8
33,"Books, Jerry.",ELAINE,137,8
34,"Well! I can't spend the rest of my life coming into this stinking apartment every ten minutes to pore over the, excruciating minutia, of every, single, daily event..",ELAINE,137,8
35,I'll see you later man. I gotta go.,ELAINE,137,8
36,"Jerry.. George, Kramer.. This is Kevin, Gene.. and Feldman.",ELAINE,137,8
37,"(diplomatically to KEVIN, GENE, and FELDMAN) Could you guys excuse us, just for a moment.",ELAINE,137,8
38,"(pause) Thanks. (to JERRY, GEORGE, and KRAMER) What.. what do you guys want..",ELAINE,137,8
39,"(pause, turns back to JERRY et al.) Guys. I gotta go. Take it easy.",ELAINE,137,8
40,"I'm, I'm sorry.. We've already got a George..",ELAINE,137,8
41,(off-camera) It's Lainey!,ELAINE,137,8
42,Hi (?). Oh! Oh-oh-oh-oh!,ELAINE,137,8
43,"Okay. Hi Gene! (comfortably tosses her bag to the left, it falls on the floor) Uh-ha! (smiling, picks up her bag, puts it on a chair that's to the right)",ELAINE,137,8
44,What's up?,ELAINE,137,8
45,Eatin' olives.,ELAINE,137,8
46,Oh! (comes to him),ELAINE,137,8
47,"Get out! (pushes him back, but he falls back on the floor!)",ELAINE,137,8
48,"Oh, Kevin! I'm so sorry. Is there anything I can do?",ELAINE,137,8
49,"(turning to them, awkward) It's locked..",ELAINE,137,8
0,"George, why couldn't I use the bathroom in that store?",KRAMER,137,8
1,(frustrated) Wha??,KRAMER,137,8
2,"(impressed) Now, listen, uh. You better not wait. I'll catch you later.",KRAMER,137,8
3,"You know what happens with these? The rollers, they get flat spots on 'em. (hits button several times and whacks it)",KRAMER,137,8
4,"(absently wants to be part of it) Oh, yeah--yeah.. (follows them)",KRAMER,137,8
5,You want a drink? I'm buyin'.,KRAMER,137,8
6,Hey buddy! Hey!,KRAMER,137,8
7,Breakfast. I gotta be in at Brand/Leland by nine.,KRAMER,137,8
8,"Because I'm workin' there, that's why.",KRAMER,137,8
9,"Jerry. I don't know if you've noticed, but lately, I've been drifting, aimlessly?",KRAMER,137,8
10,"But I finally realized what's missing, in my life. Structure. An' at Brand/Leland, I'm gettin' things done. An' I love the people I'm workin' with.",KRAMER,137,8
11,"Oh, no, no, no-no--I don't want any pay. I'm doin' this just for me.",KRAMER,137,8
12,"T.C.B. You know, takin' care o' business. Aa--I gotta go.",KRAMER,137,8
13,"(leaving) I'll see you tonight, huh? (turning back, grabs his briefcase) Forget my briefcase.",KRAMER,137,8
14,(as he leaves with it) Crackers.,KRAMER,137,8
15,Wow. Man. What a day. Could I use a drink. (starts getting a drink and ice),KRAMER,137,8
16,"Just comin' in, an' that phone just wouldn't stop.",KRAMER,137,8
17,"Yeah. Well, count me out. I'm swimmin'. Old man Leland is bustin' my hump over these reports. If I don't get 'em done by nine, I'm toast.. ((takes a swig and reacts))",KRAMER,137,8
18,Uh-huh.,KRAMER,137,8
19,Yeah..,KRAMER,137,8
20,That's nice..,KRAMER,137,8
21,"Well, we're, talkin' now, aren't we?--",KRAMER,137,8
22,Oh here we go--,KRAMER,137,8
23,What are you starting with me for? You know this is my crazy time o' year?!,KRAMER,137,8
24,(grabs briefcase to leave) I gotta go to work. We'll talk about this later. (leaves),KRAMER,137,8
25,Jerry. Hey Jerry?,KRAMER,137,8
26,"Yeah, well, I got held up, you know. What happened to your hand?",KRAMER,137,8
27,"The work piled up, I lost track of time--",KRAMER,137,8
28,You cooked?,KRAMER,137,8
29,(in pain) Ow! Jeez!,KRAMER,137,8
30,(Ow!) It's my stomach.,KRAMER,137,8
31,"(putting briefcase down) You know what? You're right. These reports, they can wait a couple of hours. Whadda say we go out tonight? Any place you want.",KRAMER,137,8
32,"You got it, buddy.",KRAMER,137,8
33,Elaine!,KRAMER,137,8
34,"What did you want to see me about, Mr. Leland?",KRAMER,137,8
35,"Well, I ah.. been havin' trouble at home and uh.. I mean, ah, you know, I'll work harder, nights, weekends, whatever it takes..",KRAMER,137,8
36,"Well, I'm uh, just--tryin' to get ahead..",KRAMER,137,8
37,I don't even really work here!,KRAMER,137,8
0,Why not?,JERRY,138,8
1,What about over there? You know air conditioners fall out all the time.,JERRY,138,8
2,"No, cab's comin' in right here (Hand at waist) Set of plastic hips, prosthetic legs, and a monkey to answer the door, I'm back in business.",JERRY,138,8
3,"You were livin' in the village then, right?",JERRY,138,8
4,That is disgusting.,JERRY,138,8
5,"Well, then you're drivin' me wild.",JERRY,138,8
6,"(George enters) Oh, why you havin' a party?",JERRY,138,8
7,Like with dogs.,JERRY,138,8
8,He's gonna show up anyway.,JERRY,138,8
9,Isn't that what Jack Ruby said?,JERRY,138,8
10,Who wants two? Special sneak preview of Death Blow.,JERRY,138,8
11,"Kramer, do you know what I had to go through to get these?",JERRY,138,8
12,Yeah I guess I do owe you.,JERRY,138,8
13,"No, I'm okay.",JERRY,138,8
14,"I'm fine. (George enters, Kramer exits) How was the party?",JERRY,138,8
15,"Yeah, so I didn't miss anything?",JERRY,138,8
16,Elaine danced?,JERRY,138,8
17,Did she do the little kicks and the thumbs?,JERRY,138,8
18,For some time... (video of Elaine dancing on the street with Jerry and the street musicians watching her awful dance) It was about five years ago. I never knew what to say to her about it. It was one of those problems I hoped would just go away.,JERRY,138,8
19,And by then you've lost interest.,JERRY,138,8
20,What made him get that thing?,JERRY,138,8
21,Not a very long trip. (Enter Kramer),JERRY,138,8
22,I don't even have the extra ticket yet.,JERRY,138,8
23,How could that be?,JERRY,138,8
24,"No, George was there, he said he had a great time.",JERRY,138,8
25,"Oh, what are you talkin' about?",JERRY,138,8
26,Now you're talkin' crazy!,JERRY,138,8
27,"(Makes sound) Oh there's my call waiting, I gotta get goin'.",JERRY,138,8
28,Really? I thought you were rebuffed.,JERRY,138,8
29,Maybe Elaine put in a good word for you.,JERRY,138,8
30,"Interesting. She doesn't care for you, then a stern warning, suddenly a phone call. Seems Elaine's made you the bad boy. And Anna digs the bad boy.",JERRY,138,8
31,"You've been the bad employee, the bad son, the bad friend...",JERRY,138,8
32,"The bad fiancé&Mac226;, the bad dinner guest, the bad credit risk...",JERRY,138,8
33,"The bad date, the bad sport, the bad citizen... (looks at table as George exits) The bad tipper!",JERRY,138,8
34,Half of show business is here.,JERRY,138,8
35,That's quite a feed bag you're workin' on there.,JERRY,138,8
36,I'm a joke maker.,JERRY,138,8
37,"(To Kramer) Hey, hey, what the hell is he doing?",JERRY,138,8
38,Does what?,JERRY,138,8
39,May I see you outside for a moment please?,JERRY,138,8
40,Outside!,JERRY,138,8
41,What do you mean he's bootlegging the movie?,JERRY,138,8
42,It's not legitimate.,JERRY,138,8
43,Where did you meet this guy?,JERRY,138,8
44,Kramer. (boom sound),JERRY,138,8
45,I don't believe this. (They run into theater),JERRY,138,8
46,"Hey, what is going on over there?",JERRY,138,8
47,Are you nuts? There's no way I'm holding that thing.,JERRY,138,8
48,"Yeah well, maybe if he didn't lick his fingers before he reached in the bag we would've eaten some. Serves him right.",JERRY,138,8
49,"All right, I'm, i,m takin' the camera.",JERRY,138,8
50,Oh man...,JERRY,138,8
51,How was the rest of Death Blow?,JERRY,138,8
52,"Kramer, you make me get a ticket for this friend of yours and then the guy forces me to bootleg the movie at gun point!",JERRY,138,8
53,"You know, he came by here at 3 o'clock in the morning to pick up the tape. I was scared out of my mind!",JERRY,138,8
54,"What are you, crazy? I don't want to see this guy again.",JERRY,138,8
55,What if I didn't do it right?,JERRY,138,8
56,People with guns don't understand. That's why they get guns. Too many misunderstandings.,JERRY,138,8
57,Hi.,JERRY,138,8
58,Yeah.,JERRY,138,8
59,What?,JERRY,138,8
60,"Well, I did the best I could.",JERRY,138,8
61,I don't want another gig! I'm not doin' this.,JERRY,138,8
62,We're talkin' federal crime here.,JERRY,138,8
63,"No, no, no, no, no, no, no! What were you thinking when you shot this?",JERRY,138,8
64,Do you even know what this scene is about?,JERRY,138,8
65,"No, bread is his soul. He's trying to buy back a loaf of his soul.",JERRY,138,8
66,Kramer there is no way you're giving this tape to Brody and telling him I shot it.,JERRY,138,8
67,"I don't care about Brody. I was up on 96th Street today, there was a kid couldn't have been more than ten years old. He was asking a street vendor if he had any other bootlegs as good as Death Blow. That's who I care about. The little kid who needs bootlegs, because his parent or guardian won't let him see the excessive violence and strong sexual content you and I take for granted.",JERRY,138,8
68,I have to. But I'm gonna need to storyboard this whole thing. Where are my magic markers?,JERRY,138,8
69,I forgot to make my bed. (He tries to get away),JERRY,138,8
70,"All right, you're beyond stink.",JERRY,138,8
71,"And that's not helpin' either. That's why you're havin' trouble with your staff, not because of George.",JERRY,138,8
72,"Have you ever seen yourself? (She starts dancing) Ah, ah, please, please. Not in my home. I gotta go throw this stuff in the laundry. I'll be right back.",JERRY,138,8
73,"No, I didn't shoot this one. I'm just scouting the location.",JERRY,138,8
74,"You'll get your tape. But here's what I'm gonna need. I'm gonna need three cameras, two on the floor, one in the balcony. And I want headsets for the guys runnin' 'em. I wanna be able to talk to 'em.",JERRY,138,8
75,Kramer...,JERRY,138,8
76,"All right. That's it, I can't work like this.",JERRY,138,8
77,I'm off the project. (He exits),JERRY,138,8
78,They think they can get anyone to shoot these bootlegs.,JERRY,138,8
79,"Eh, the whole business has changed. It's all about money now. The sad thing is it's the kids that suffer. (Kramer enters)",JERRY,138,8
80,"Kramer, I'm not doin' this anymore. I don't know what I was thinking. It's illegal, it's dangerous...",JERRY,138,8
81,What?,JERRY,138,8
82,Oh now I see. (Buzzer) Yeah.,JERRY,138,8
83,What're we gonna do?,JERRY,138,8
84,I think that's it. (They play it and see Elaine dancing) Sweet fancy Moses!,JERRY,138,8
85,"Uh, well. It, uh...",JERRY,138,8
86,KRAMER + JERRY: Uh... great.,JERRY,138,8
87,"Yeah, out of nowhere there's this lone dancer who appears to be injured.",JERRY,138,8
88,"Yeah, so you cry... and when you see the dancing, you cry again.",JERRY,138,8
89,"But he's an old man, Elaine.",JERRY,138,8
90,"(Seeing a street vendor) Hey, it's the bootlegged Death Blow that I shot.",JERRY,138,8
91,No you don't.,JERRY,138,8
92,Yeah.,JERRY,138,8
93,Thank you. (They continue walking),JERRY,138,8
94,I'm still big. It's the bootlegs that got small. So how are things at the office? Back to normal?,JERRY,138,8
95,I wouldn't worry about it. (People on sidewalk behind them are doing her dance as they go),JERRY,138,8
0,Party?,GEORGE,138,8
1,Food?,GEORGE,138,8
2,Bar?,GEORGE,138,8
3,George?,GEORGE,138,8
4,How could I possibly interfere?,GEORGE,138,8
5,"(Eating) Oh yeah. These are fantastic, fantastic. (To server) You know, I'd love to get a jump on the next batch, where do you come out? (Server leaves) (To Anna) She's been ignoring this section all night. Quesadilla?",GEORGE,138,8
6,"Hi ah, My name is George.",GEORGE,138,8
7,"No, I'm a friend of Elaine Benes.",GEORGE,138,8
8,So...,GEORGE,138,8
9,Sweet Fancy Moses!,GEORGE,138,8
10,Food was good.,GEORGE,138,8
11,"Well, actually you did miss one nugget of entertainment. (Pause) Have you ever seen Elaine dance?",GEORGE,138,8
12,It was more like a full bodied dry heave set to music.,GEORGE,138,8
13,"What, you mean you know about this?",GEORGE,138,8
14,"Well, sometimes you can't help these people 'til they hit rock bottom.",GEORGE,138,8
15,"Hey, you gotta take a ride with me later. I borrowed my father's car. '68 GTO.",GEORGE,138,8
16,During that period when my folks were separated he went a little crazy.,GEORGE,138,8
17,So this Anna called me from out of the blue.,GEORGE,138,8
18,With extreme prejudice.,GEORGE,138,8
19,"No, no. That's just the thing. Anna told me that Elaine said I was one of the worst seeds she'd ever seen.",GEORGE,138,8
20,I'm the bad boy. I've never been the bad boy.,GEORGE,138,8
21,"Yes ... yes, yes",GEORGE,138,8
22,"Okay, the point is made.",GEORGE,138,8
23,"No one's putting a gun to your head. Do I, uh, scare you?",GEORGE,138,8
24,"Yeah, she's a sweet ride.",GEORGE,138,8
25,Maybe.,GEORGE,138,8
26,Guess not.,GEORGE,138,8
27,I didn't do nothin'.,GEORGE,138,8
28,Lighten up.,GEORGE,138,8
29,"Yo, Anna.",GEORGE,138,8
30,(Ironing) You don't wanna know.,GEORGE,138,8
31,"What, wha, what're you talkin' about?",GEORGE,138,8
32,"Pick up the phone, Elaine. Pick it up!",GEORGE,138,8
33,"Pick it up, pick it up!",GEORGE,138,8
34,"Elaine, get off the speaker! (Elaine picks up phone)",GEORGE,138,8
35,You are ruinin' everything.,GEORGE,138,8
36,"Yeah, yeah, yeah, yeah. That's it. More of that, difficult. I'm a difficult seed.",GEORGE,138,8
37,I'm a bad man!,GEORGE,138,8
38,"Well, I'm the good boy again. Can you believe that?",GEORGE,138,8
39,Anna actually has respect for me now. (laughs/snorts) It's all over.,GEORGE,138,8
40,Did you say dangerous?,GEORGE,138,8
41,I'm a bootlegger.,GEORGE,138,8
42,"I'm bootleggin' a movie, baby!",GEORGE,138,8
43,I can do hard time for this one. And community service!,GEORGE,138,8
44,(Takes it and throws it out window) Get outta my way!,GEORGE,138,8
45,Why did the policeman have to yell at me like that? (Elaine enters),GEORGE,138,8
46,Oh my God.,GEORGE,138,8
47,Ow! Dad...,GEORGE,138,8
0,(Showing fingernails) Toxic waste green.,ELAINE,138,8
1,"You know, revulsion has now become a valid form of attraction.",ELAINE,138,8
2,I had 'em done for the big Peterman bash I'm throwin'.,ELAINE,138,8
3,"I drive my people hard, and then I reward them.",ELAINE,138,8
4,Exactly.,ELAINE,138,8
5,Yeah.,ELAINE,138,8
6,Uh huh.,ELAINE,138,8
7,Yeah.,ELAINE,138,8
8,"George, I just don't want you interfering.",ELAINE,138,8
9,"Oh sure. Hey guys, I wanna make a toast. Um... Here's to us who wish us well, and those who don't can go to hell... All right, who's dancin'? C'mon, who's dancin'? You want me, You want me to get it started? I'll get it started. Whew! (She dances)",ELAINE,138,8
10,"I'm tellin' you Jerry I'm gettin' a vibe. If I didn't know better, I'd say the staff completely lost respect for me. (Staff mocks her dancing in the background)",ELAINE,138,8
11,"Jerry, it's like the feeling is palpable. You think it could have something to do with the party?",ELAINE,138,8
12,"Ah, it's George. I bet you this is somehow George related.",ELAINE,138,8
13,"He's like a virus. He attaches himself to a healthy host company, and the next thing you know, the entire staff's infected.",ELAINE,138,8
14,"All right, Jerry, if that's not what it is, you tell me. What is it?",ELAINE,138,8
15,"Oh yeah, sure, sure. So ah, did ya have a good time at the party last night?",ELAINE,138,8
16,"Hey, did you happen to speak to my friend George?",ELAINE,138,8
17,"Ah hah. Well, listen. You would be wise to keep your distance from him.",ELAINE,138,8
18,Oh he's not. He's very harmful.,ELAINE,138,8
19,Oh trust me. He's a bad seed. He's a horrible seed. He's one of the worst seeds I've ever seen.,ELAINE,138,8
20,"Yeah, we're good friends.",ELAINE,138,8
21,"Hey, have you seen Anna?",ELAINE,138,8
22,To meet George? I knew it. Where did they go?,ELAINE,138,8
23,"Don't you see? George is in the bloodstream! You stay away from him, too!",ELAINE,138,8
24,(To George) Stay away from her.,ELAINE,138,8
25,(To Anna) Get in the car.,ELAINE,138,8
26,"You heard me young lady, get in the car. (To George) And you, you should know better. I don't want you infecting my staff.",ELAINE,138,8
27,What? What is so funny?,ELAINE,138,8
28,At Yankee Stadium?,ELAINE,138,8
29,"Oh really? 'Cause it looks a little big for you. It looks like something a short, stocky, slow-witted, bald man might wear.",ELAINE,138,8
30,Who did that? Who did that?!?,ELAINE,138,8
31,"Well, I have lost complete control of my staff. Why did I let George go to that party? I mean, we were having so much fun. We were wining, we were dining, we were dancing. (She starts dancing, Kramer flips out) What?",ELAINE,138,8
32,It's dancing.,ELAINE,138,8
33,I dance fine.,ELAINE,138,8
34,"He doesn't know what he's talkin' about. (Jerry fake laughs) Jer? Jerry, I'm a good dancer, right?",ELAINE,138,8
35,"Jerry, do I stink?",ELAINE,138,8
36,But I really enjoy dancing.,ELAINE,138,8
37,It's that bad?,ELAINE,138,8
38,"George, hi. I have Anna here. There's something I wanna say to both of you.",ELAINE,138,8
39,"Uh, well, listen. I feel really horrible about trying to keep you two apart and I just wanted to apologize.",ELAINE,138,8
40,"Well, George, I just want you to hear me say to Anna that you're a good and decent person.",ELAINE,138,8
41,I never should have given Anna the impression--,ELAINE,138,8
42,"--that you're a bad seed, I mean, you're a fine seed.",ELAINE,138,8
43,What?,ELAINE,138,8
44,I'm trying to help. Why are you being so difficult?,ELAINE,138,8
45,"George, I don't have time for this. Uh, Anna, do you wanna talk to George?",ELAINE,138,8
46,"No, she doesn't want to. Okay, bye, George. We'll see ya.",ELAINE,138,8
47,Anna...,ELAINE,138,8
48,"All right. Well, we'll talk about it tomorrow at the office. (Mr. Costanza enters)",ELAINE,138,8
49,All right. Wait a minute. I think you've got it backwards.,ELAINE,138,8
50,You got that right.,ELAINE,138,8
51,That means whatever the hell you want it to mean.,ELAINE,138,8
52,I could drop you like a bag of dirt.,ELAINE,138,8
53,"Well, he wrote the check, and I cashed it.",ELAINE,138,8
54,"Oh, Cry Cry Again, I wanna see that.",ELAINE,138,8
55,You were big.,ELAINE,138,8
56,"Yeah, pretty much. Although I still get the vibe every once in a while.",ELAINE,138,8
0,I wouldn't walk over there.,KRAMER,138,8
1,"It's the most dangerous part of the sidewalk. Cab hops a curb, wap! You've had your last egg sandwich.",KRAMER,138,8
2,I'd much rather get hit by an 80 pound air conditioner than a two ton cab.,KRAMER,138,8
3,"Much rather take it to the head, Like I did in '79.",KRAMER,138,8
4,Don't really remember.,KRAMER,138,8
5,You get the tickets?,KRAMER,138,8
6,"Death Blow: When someone tries to blow you up, not because of who you are, but for different reasons altogether. (Jerry buzzes up George) Jerry, do you think you can get an extra ticket for my friend Brody?",KRAMER,138,8
7,"Yeah, I know, but he's a big fan of the genre. You know I'd consider it a personal favor to me.",KRAMER,138,8
8,"Uh, listen, do you want me to stay here until George gets up?",KRAMER,138,8
9,"There's no problem, really.",KRAMER,138,8
10,Brody's in.,KRAMER,138,8
11,"Well, you better get on the horn.",KRAMER,138,8
12,There's Brody. Brody! Over here.,KRAMER,138,8
13,"Brody, c'mon. He's just kidding. He's a joke maker. Tell him, Jerry.",KRAMER,138,8
14,"All right, here we go, Death Blow. (Brody takes out video camera)",KRAMER,138,8
15,"Relax, he does that all the time.",KRAMER,138,8
16,"He's making a copy of the movie for sale on the street, hum?",KRAMER,138,8
17,But I want to--,KRAMER,138,8
18,"Well, it's a perfectly legitimate business.",KRAMER,138,8
19,It's a business.,KRAMER,138,8
20,He's a friend of a friend. You know Corky Ramarez up on 94th Street? One day he and I are playing Pachinco--,KRAMER,138,8
21,"Man, we're missin' the Death Blow!",KRAMER,138,8
22,"Go get 'em, Death Blow! (To Brody) You okay?",KRAMER,138,8
23,"Well, it's no wonder. You ate that entire bag of candy.",KRAMER,138,8
24,"Jerry, if the man is in pain...",KRAMER,138,8
25,"Okay. Let's everybody just relax. Jerry, take the camera.",KRAMER,138,8
26,"(To Brody) C'mon, let's go.",KRAMER,138,8
27,"Hey man, so how was the rest of Death Blow?",KRAMER,138,8
28,"Yeah, who got the final Death Blow, 'cause I thought that Hawaiian guy, he had it comin' to him!",KRAMER,138,8
29,"He's quite a character, isn't he?",KRAMER,138,8
30,I got it. Yep.,KRAMER,138,8
31,Come on up. It's Brody.,KRAMER,138,8
32,"Jerry, you did him a favor. He probably wants to come up and thank you.",KRAMER,138,8
33,It's your first time. He'll understand.,KRAMER,138,8
34,"Hey, Brody!",KRAMER,138,8
35,Uh yeah. It's under the couch.,KRAMER,138,8
36,Look at you! You've got another gig! Uhh.,KRAMER,138,8
37,"But you have a gift. Jerry, this is not your little comedy act. We're talkin' feature films.",KRAMER,138,8
38,"Sure, do you need a glove?",KRAMER,138,8
39,"(laughing) The French guy fell off his bike. Oh man, that's precious. (eats popcorn)",KRAMER,138,8
40,That's fine.,KRAMER,138,8
41,It's about a guy buying a loaf of bread.,KRAMER,138,8
42,Wha? Where?,KRAMER,138,8
43,"Nah, nah, he's not going to know the difference.",KRAMER,138,8
44,"So you'll do the movie? (Jerry watches the movie Kramer shot - we hear Kramer, on the tape say 'Ah man, I sat in gum')",KRAMER,138,8
45,Right here. (Elaine enters),KRAMER,138,8
46,(He shows her) This umpf thing.,KRAMER,138,8
47,"No, no. That ain't dancing, Sally.",KRAMER,138,8
48,You stink. (He exits),KRAMER,138,8
49,"I know, Jerry. It's okay. (Jerry steps aside) Yeah, look, Brody. Uh, Jerry wants to do the bootleg. He's dyin' to do it. But if you don't make him happy, the work suffers. And then, nobody's happy.",KRAMER,138,8
50,Jerry...,KRAMER,138,8
51,Jerry!,KRAMER,138,8
52,Yeah.,KRAMER,138,8
53,"Listen, man. You gotta shoot this movie for me. Brody, he's a reasonable man, but he's insane!",KRAMER,138,8
54,"Jerry, George got arrested.",KRAMER,138,8
55,"Yeah. He went down at the Beackman, he tried to lam, but they cheesed him.",KRAMER,138,8
56,"Well, I ah, gotta give him something. Come on, where's that tape I shot?",KRAMER,138,8
57,"Jerry, she taped over the whole ending! (Brody enters)",KRAMER,138,8
58,"Uh, yeah, yeah. Here it is, Brody. One copy of Cry Cry Again.",KRAMER,138,8
59,Although the whole story kinda comes apart at the end there.,KRAMER,138,8
60,"Yeah, it's a disturbing image.",KRAMER,138,8
0,No. All you got to do is jiggle it with this screwdriver.,JERRY,139,8
1,What are you doing?,JERRY,139,8
2,Extra teeth. I love that look.,JERRY,139,8
3,What mustard stain?,JERRY,139,8
4,Why did you take a picture of a mustard stain?,JERRY,139,8
5,I see. She's looking.,JERRY,139,8
6,They've tried to fix it. But it keeps coming back the same.,JERRY,139,8
7,Well I can't the warranty expired two years ago.,JERRY,139,8
8,Well how are you going.....,JERRY,139,8
9,I guess I would.,JERRY,139,8
10,Not the gown again.,JERRY,139,8
11,They have gotten to know you.,JERRY,139,8
12,Why because you dress casual and sleep with a lot of guys.,JERRY,139,8
13,Yeah.,JERRY,139,8
14,Who's it from?,JERRY,139,8
15,What if I don't want it?,JERRY,139,8
16,Maybe I am.,JERRY,139,8
17,I've never done it before.,JERRY,139,8
18,Why not?,JERRY,139,8
19,I don't know it was weird. Crazy printing. I don't know who it was from.,JERRY,139,8
20,It's not totally impossible.,JERRY,139,8
21,Why can't I be bombable?,JERRY,139,8
22,I suppose you think your bombable.,JERRY,139,8
23,There's more than a couple.,JERRY,139,8
24,You don't have a Mercedes.,JERRY,139,8
25,The driver seems a little put out.,JERRY,139,8
26,Is that Burt Reynolds?,JERRY,139,8
27,Oh.,JERRY,139,8
28,That's a lot of skin.,JERRY,139,8
29,You can barely see her face.,JERRY,139,8
30,Where are you going?,JERRY,139,8
31,Oh yeah I like this idea.,JERRY,139,8
32,Hey,JERRY,139,8
33,He went to get some steak sauce. Why?,JERRY,139,8
34,Hello,JERRY,139,8
35,Hello Leo. You don't have to yell.,JERRY,139,8
36,How did you get my package?,JERRY,139,8
37,I don't know what you should do with it.,JERRY,139,8
38,I am not going to treat my uncle like a bomb defusing robot.,JERRY,139,8
39,Open the package Leo.,JERRY,139,8
40,Opening.,JERRY,139,8
41,"No, No bomb.",JERRY,139,8
42,Oh stupid Leo was using one of those oven cleaners. He left the canister in there and the pilot light was on. The whole thing blew up.,JERRY,139,8
43,"Yeah but the explosion singed off his eyebrows, mustache everything. He's all smooth now. Look's like a seal.",JERRY,139,8
44,Is this my stereo?,JERRY,139,8
45,What happened to my stereo? It's all smashed up.,JERRY,139,8
46,But you were supposed to get me a refund.,JERRY,139,8
47,So were going to make the Post Office pay for my new stereo?,JERRY,139,8
48,How is it a write off?,JERRY,139,8
49,Write it off what?,JERRY,139,8
50,You don't even know what a write off is.,JERRY,139,8
51,No. I don't.,JERRY,139,8
52,I wish I just had the last twenty seconds of my life back.,JERRY,139,8
53,Still no luck,JERRY,139,8
54,There's no Zorn or Zoutraph.,JERRY,139,8
55,Hey what about Dr. Resnick My Uncle Leo is going to see him tomorrow .,JERRY,139,8
56,He's not that good.,JERRY,139,8
57,Oh yeah. This can't miss.,JERRY,139,8
58,I don't like this Kramer. Will it be much longer?,JERRY,139,8
59,Investigation?,JERRY,139,8
60,Hello Newman.,JERRY,139,8
61,Define rarely.,JERRY,139,8
62,Are we about throw here Newman?,JERRY,139,8
63,Actually I am quite comfortable.,JERRY,139,8
64,No.,JERRY,139,8
65,You can't prove anything.,JERRY,139,8
66,No in a matter of fact it isn't.,JERRY,139,8
67,I'm clean and you know it.,JERRY,139,8
68,Where did you get that?,JERRY,139,8
69,I don't know about that but I'm sure there is a explanation.,JERRY,139,8
70,Okay.,JERRY,139,8
